User_ID,Product_ID,Gender,Age,Occupation,City_Category,Stay_In_Current_City_Years,Marital_Status,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
1003625,P00118142,M,18-25,10,B,1,0,8,17,,4136
1003626,P00223942,M,26-35,17,B,3,0,5,8,,7155
1003626,P00061142,M,26-35,17,B,3,0,8,16,,9936
1003630,P00129042,M,18-25,4,B,2,0,1,11,,7833
1003635,P00116842,M,51-55,1,C,1,0,2,5,8,12907
1003638,P00267542,M,26-35,2,C,4+,0,1,16,,8264
1003641,P00304042,M,26-35,0,B,1,0,5,,,6902
1003641,P00259942,M,26-35,0,B,1,0,16,,,12200
1003643,P00142142,M,26-35,17,C,1,0,1,2,15,11494
1003643,P00140742,M,26-35,17,C,1,0,1,15,,11854
1003647,P00317442,M,26-35,7,C,0,1,1,8,,12070
1003648,P00358442,M,18-25,4,B,1,0,1,15,,8299
1003648,P00290542,M,18-25,4,B,1,0,5,,,7158
1003648,P00221042,M,18-25,4,B,1,0,1,17,,8053
1003650,P00142142,M,26-35,0,A,2,0,1,2,15,19415
1003650,P00244242,M,26-35,0,A,2,0,1,2,15,8092
1003650,P00020142,M,26-35,0,A,2,0,7,,,8625
1003652,P00350242,M,26-35,12,B,3,0,5,14,,5437
1003653,P00244042,M,18-25,15,C,3,1,1,2,15,19584
1003654,P00220142,M,26-35,17,B,3,1,1,15,,15538
1003656,P00356042,F,46-50,5,C,3,1,1,15,,8029
1003658,P00123142,F,26-35,7,C,4+,0,11,,,7615
1003660,P00160342,M,36-45,7,C,3,0,8,,,5824
1003663,P00057642,F,36-45,9,B,1,0,1,15,16,11560
1003665,P00003242,M,26-35,0,A,2,0,8,15,,7784
1003667,P00248142,F,0-17,10,C,1,0,5,,,7083
1003669,P00345742,M,26-35,14,A,2,0,1,2,15,15642
1003672,P00059442,M,36-45,5,C,4+,0,6,8,16,4551
1003673,P00328942,M,26-35,2,B,1,0,5,6,8,3495
1003675,P00308242,M,36-45,7,B,3,0,5,8,14,6966
1003675,P00001342,M,36-45,7,B,3,0,3,4,,10631
1003675,P00274542,M,36-45,7,B,3,0,6,16,,16546
1003676,P00049542,F,36-45,12,B,3,1,8,,,8079
1003679,P00244042,M,26-35,4,A,2,0,1,2,15,11558
1003680,P00113642,F,26-35,1,C,1,0,8,,,8055
1003681,P00138542,M,26-35,7,B,3,0,5,6,,8667
1003681,P00248142,M,26-35,7,B,3,0,5,,,7190
1003681,P00319242,M,26-35,7,B,3,0,8,,,4260
1003682,P00084442,F,51-55,1,C,2,0,13,16,,935
1003683,P00192942,M,26-35,2,B,3,1,5,,,5447
1003683,P00005142,M,26-35,2,B,3,1,5,,,5366
1003684,P00346242,M,26-35,17,C,4+,1,1,15,,19508
1003685,P00271142,M,26-35,5,C,1,1,5,,,7117
1003686,P00128942,M,26-35,7,C,1,1,1,11,,19250
1003688,P00182142,M,18-25,6,B,1,0,1,5,6,19599
1003689,P00001042,M,26-35,0,C,1,1,1,2,16,12091
1003690,P00187242,M,18-25,0,B,2,0,4,5,,1450
1003691,P00080642,M,26-35,7,B,1,1,1,16,,11724
1003692,P00266642,M,36-45,17,C,3,1,1,8,9,18965
1003693,P00259342,M,26-35,15,B,1,1,5,9,,7162
1003693,P00280442,M,26-35,15,B,1,1,11,,,4551
1003695,P00140542,M,26-35,2,A,2,0,1,2,4,11463
1003696,P00121342,M,36-45,7,C,3,0,1,5,18,19051
1003697,P00270942,M,26-35,15,B,1,0,1,2,15,19164
1003700,P00073642,M,26-35,14,B,2,0,8,,,7902
1003703,P00357842,M,18-25,12,C,0,0,5,,,1794
1003704,P00158242,F,36-45,0,C,4+,1,6,8,,16529
1003705,P00274342,M,46-50,7,B,1,1,2,8,14,6919
1003705,P00106442,M,46-50,7,B,1,1,7,,,16248
1003705,P00267142,M,46-50,7,B,1,1,8,12,,3993
1003709,P00027142,M,26-35,12,C,3,0,8,,,6081
1003711,P00242842,M,36-45,0,C,4+,1,5,14,,5365
1003713,P00211942,F,26-35,7,B,1,1,8,,,7910
1003713,P00244042,F,26-35,7,B,1,1,1,2,15,15357
1003715,P0097342,M,18-25,5,B,2,0,1,15,16,15872
1003716,P00128042,M,18-25,12,B,3,1,1,5,18,19490
1003716,P00052642,M,18-25,12,B,3,1,5,14,,1899
1003717,P00113142,M,36-45,17,C,4+,0,1,5,12,19688
1003718,P00112842,M,51-55,17,C,1,0,8,17,,8115
1003718,P00197542,M,51-55,17,C,1,0,5,,,7038
1003720,P00057442,M,46-50,7,C,1,0,5,14,16,3607
1003724,P00025442,M,36-45,6,B,4+,0,1,2,9,18979
1003724,P00177442,M,36-45,6,B,4+,0,1,6,8,15860
1003726,P00115242,M,26-35,17,C,3,1,5,8,,5303
1003726,P00227842,M,26-35,17,C,3,1,2,5,,9583
1003727,P00319742,M,36-45,7,B,1,0,8,,,2166
1003727,P00059742,M,36-45,7,B,1,0,1,11,15,7644
1003729,P00220442,M,18-25,4,A,2,0,5,14,,5353
1003729,P00161942,M,18-25,4,A,2,0,5,8,,8867
1003731,P00071242,M,26-35,17,C,2,0,1,15,16,8253
1003733,P00110742,M,18-25,4,C,1,0,1,2,8,15843
1003735,P00272842,M,26-35,0,B,0,0,5,14,,5279
1003736,P00057642,M,36-45,1,C,1,1,1,15,16,19129
1003739,P00214142,M,55+,11,C,1,0,8,,,7763
1003742,P00001942,M,26-35,0,B,0,1,5,,,5458
1003745,P00035942,F,26-35,9,C,4+,0,1,5,18,11603
1003746,P00253242,M,26-35,5,B,0,1,5,,,7074
1003748,P00100842,M,18-25,4,C,2,0,5,,,3629
1003751,P00058342,F,36-45,12,B,4+,0,3,4,,13337
1003751,P00233542,F,36-45,12,B,4+,0,1,15,,8317
1003752,P00017542,F,18-25,1,B,4+,0,5,,,5301
1003754,P00127842,M,55+,7,C,1,1,1,2,15,19025
1003756,P00115142,M,18-25,12,B,4+,0,1,8,17,19448
1003756,P00183342,M,18-25,12,B,4+,0,5,15,18,7036
1003757,P00173942,M,26-35,7,B,1,0,1,5,6,11482
1003759,P00129342,M,36-45,6,C,2,0,1,5,15,15884
1003760,P00348942,M,51-55,0,B,0,1,8,13,,5987
1003762,P00341842,M,51-55,6,B,0,1,15,16,,8680
1003762,P00243642,M,51-55,6,B,0,1,11,,,7379
1003763,P0097242,M,26-35,2,A,1,0,1,16,,15849
1003766,P00234542,F,18-25,1,B,1,0,5,,,5199
1003768,P00334242,M,26-35,4,B,2,0,1,8,,15541
1003768,P00101942,M,26-35,4,B,2,0,8,17,,9934
1003768,P00193942,M,26-35,4,B,2,0,11,,,3144
1003769,P00190542,M,26-35,15,B,0,0,3,4,,13355
1003770,P00328742,F,36-45,3,C,1,1,1,17,,11474
1003770,P00259742,F,36-45,3,C,1,1,8,14,,7761
1003771,P00232042,M,26-35,1,B,0,0,11,,,1740
1003773,P00260042,M,36-45,6,B,1,0,5,8,,5286
1003775,P00265242,M,36-45,12,B,2,0,5,8,,3561
1003778,P00111142,M,26-35,0,B,4+,1,1,15,16,11425
1003778,P00036242,M,26-35,0,B,4+,1,5,8,,5300
1003778,P00269342,M,26-35,0,B,4+,1,2,3,4,9570
1003778,P00295042,M,26-35,0,B,4+,1,1,8,,8316
1003778,P00288442,M,26-35,0,B,4+,1,5,14,,1734
1003780,P00115942,M,0-17,0,C,0,0,8,17,,10019
1003780,P00226442,M,0-17,0,C,0,0,11,15,,6042
1003784,P00031042,F,26-35,1,C,0,0,8,,,7894
1003789,P00017142,F,26-35,0,A,0,0,5,,,6949
1003792,P00075142,M,26-35,6,A,1,0,8,,,5938
1003792,P00246342,M,26-35,6,A,1,0,11,15,,7551
1003792,P00018042,M,26-35,6,A,1,0,15,16,,16700
1003794,P00250942,F,18-25,4,B,3,0,11,16,,1679
1003796,P00006142,M,46-50,14,C,4+,1,8,,,5981
1003799,P00222142,M,18-25,0,C,4+,1,5,13,,6949
1003802,P00355142,M,18-25,0,C,0,1,1,15,,11617
1003804,P00198742,M,26-35,6,B,3,0,1,2,11,15326
1003806,P00123742,M,18-25,4,A,4+,0,11,,,4703
1003806,P00333642,M,18-25,4,A,4+,0,11,15,,5938
1003807,P00342242,F,36-45,19,B,2,0,11,15,16,3055
1003807,P00159842,F,36-45,19,B,2,0,1,16,,8189
1003808,P00287242,M,26-35,7,A,2,1,5,,,5465
1003808,P00145842,M,26-35,7,A,2,1,4,5,,2104
1003808,P00007842,M,26-35,7,A,2,1,8,16,,5934
1003808,P00192742,M,26-35,7,A,2,1,11,16,,6168
1003811,P00177542,M,26-35,15,A,0,0,1,8,,15806
1003815,P00265242,M,26-35,17,C,0,0,5,8,,8662
1003816,P00255842,F,26-35,3,A,1,1,16,,,20349
1003817,P00115142,M,36-45,3,C,1,1,1,8,17,19541
1003819,P00042842,M,26-35,12,B,1,0,5,,,8787
1003821,P00354742,M,26-35,20,A,2,1,8,,,5942
1003821,P00270942,M,26-35,20,A,2,1,1,2,15,12123
1003822,P00028242,M,46-50,20,C,1,0,6,8,,15960
1003823,P00010842,M,55+,7,B,1,0,8,16,,10004
1003823,P00243942,M,55+,7,B,1,0,1,2,15,15547
1003824,P00221542,M,26-35,17,A,3,1,5,15,,5408
1003824,P00216342,M,26-35,17,A,3,1,3,4,5,10929
1003824,P00074242,M,26-35,17,A,3,1,5,,,3574
1003824,P00178742,M,26-35,17,A,3,1,5,,,3549
1003825,P00058142,M,18-25,1,B,0,0,3,4,12,8273
1003825,P00293242,M,18-25,1,B,0,0,8,16,,8124
1003827,P00163342,M,51-55,2,C,1,1,6,8,,16609
1003829,P00291442,F,26-35,1,B,1,0,5,8,,7076
1003829,P00208742,F,26-35,1,B,1,0,1,6,16,7670
1003829,P00334242,F,26-35,1,B,1,0,1,8,,11570
1003831,P00151742,F,18-25,6,C,1,0,8,15,16,8123
1003833,P00168742,M,26-35,1,B,2,0,1,5,,15359
1003834,P00004842,M,18-25,2,B,2,0,3,4,12,10579
1003835,P00090942,M,26-35,7,B,3,0,1,2,14,19516
1003836,P00294542,F,51-55,8,B,1,0,8,,,9796
1003836,P00086442,F,51-55,8,B,1,0,8,13,15,8121
1003838,P00265242,F,26-35,14,B,2,1,5,8,,8610
1003841,P00297842,M,46-50,18,A,4+,0,1,,,11812
1003841,P0097042,M,46-50,18,A,4+,0,6,,,12120
1003841,P00331542,M,46-50,18,A,4+,0,5,8,,3731
1003841,P00274342,M,46-50,18,A,4+,0,2,8,14,13285
1003841,P00338442,M,46-50,18,A,4+,0,1,16,,3856
1003842,P00106042,F,36-45,16,B,4+,0,5,,,8858
1003842,P00024142,F,36-45,16,B,4+,0,8,9,14,9712
1003842,P00232042,F,36-45,16,B,4+,0,11,,,4516
1003845,P00100642,M,26-35,12,C,1,1,5,15,,5276
1003847,P00042142,M,26-35,7,B,1,0,1,2,6,7786
1003847,P00082242,M,26-35,7,B,1,0,11,,,4579
1003849,P00345742,M,36-45,0,C,4+,0,1,2,15,11392
1003850,P00173042,M,18-25,3,B,0,0,13,15,16,565
1003853,P00316642,M,26-35,14,B,1,1,4,5,,3448
1003854,P00265242,M,26-35,14,C,1,1,5,8,,7097
1003857,P00000142,M,18-25,14,C,4+,0,3,4,5,13209
1003858,P00086842,F,46-50,9,B,2,1,14,16,,11095
1003859,P00030842,M,26-35,0,C,1,0,1,2,15,15393
1003860,P00127642,M,46-50,17,C,0,0,1,2,15,12043
1003864,P00348942,M,51-55,20,C,0,1,8,13,,9748
1003866,P00222242,M,46-50,14,C,3,1,1,2,13,15719
1003868,P00044442,M,18-25,12,C,0,0,1,16,,19270
1003871,P00251342,M,18-25,4,C,4+,0,5,11,,5409
1003877,P00102642,M,46-50,1,C,1,1,4,8,9,3479
1003878,P00135742,M,36-45,16,B,4+,0,6,8,,16293
1003878,P00082342,M,36-45,16,B,4+,0,15,16,,16679
1003882,P00313442,M,55+,14,C,1,1,5,6,8,6855
1003884,P00118442,M,18-25,4,A,1,1,1,2,,8232
1003884,P00281942,M,18-25,4,A,1,1,15,,,12898
1003884,P00117042,M,18-25,4,A,1,1,1,2,5,7780
1003885,P00042142,M,26-35,12,B,4+,1,1,2,6,11402
1003885,P00089042,M,26-35,12,B,4+,1,13,,,949
1003888,P00114042,M,46-50,17,C,0,1,5,14,,8894
1003889,P00086442,M,46-50,6,C,0,1,8,13,15,9787
1003892,P00048442,M,26-35,20,A,0,0,5,14,,5381
1003892,P00157642,M,26-35,20,A,0,0,1,14,16,7782
1003895,P00144242,F,36-45,0,C,0,1,5,14,,3713
1003898,P00298242,M,46-50,11,C,0,0,8,,,7951
1003900,P00119442,F,26-35,14,B,2,1,5,,,5170
1003902,P00107242,M,26-35,5,C,2,0,10,,,18492
1003902,P00233742,M,26-35,5,C,2,0,1,15,,19405
1003904,P00299442,M,0-17,10,C,1,0,3,4,,10611
1003905,P00159442,M,26-35,17,C,3,0,5,8,,7140
1003908,P00210042,M,26-35,0,B,2,0,8,14,,7778
1003910,P00120042,M,26-35,20,A,2,0,1,2,,15474
1003911,P00150342,M,18-25,0,A,1,1,8,14,,3974
1003913,P00043742,M,18-25,17,B,0,0,5,8,,8613
1003916,P00127442,M,26-35,4,A,2,1,1,2,15,15638
1003916,P00208142,M,26-35,4,A,2,1,8,,,7974
1003917,P00220442,F,36-45,9,A,0,0,5,14,,7180
1003922,P00006842,M,18-25,4,B,1,0,5,,,7083
1003924,P00271042,M,51-55,12,C,1,1,6,16,,16255
1003927,P00034742,F,26-35,16,C,2,0,5,14,17,8784
1003928,P00151742,M,26-35,0,C,1,1,8,15,16,8008
1003929,P00048142,M,26-35,5,B,1,1,1,16,,15812
1003929,P00282342,M,26-35,5,B,1,1,2,,,3497
1003929,P00246442,M,26-35,5,B,1,1,15,,,8454
1003931,P00087242,M,26-35,5,C,1,0,14,,,14653
1003934,P00293142,M,26-35,0,B,2,0,5,,,1774
1003934,P00164342,M,26-35,0,B,2,0,5,8,,1962
1003934,P00255942,M,26-35,0,B,2,0,1,16,,15384
1003936,P00034842,F,36-45,12,C,3,1,5,14,,8788
1003940,P00132242,M,36-45,20,B,3,1,5,,,7140
1003940,P00171842,M,36-45,20,B,3,1,8,14,,4226
1003940,P00331842,M,36-45,20,B,3,1,16,,,20388
1003942,P00145942,M,18-25,4,B,4+,0,6,8,13,16494
1003942,P00190142,M,18-25,4,B,4+,0,3,4,5,2730
1003944,P00192042,F,36-45,16,C,1,0,5,9,14,3753
1003945,P00023042,F,46-50,1,B,2,0,5,14,,5447
1003945,P00183442,F,46-50,1,B,2,0,1,2,,8106
1003946,P00208342,F,26-35,12,B,0,0,1,16,,11913
1003948,P00295942,F,46-50,12,C,1,1,2,5,15,12882
1003951,P00198742,F,18-25,4,C,3,1,1,2,11,19321
1003953,P00127242,M,26-35,12,A,4+,0,1,16,,11870
1003955,P00002142,M,36-45,0,C,0,1,1,5,8,11732
1003957,P00014642,M,36-45,11,B,1,0,8,14,17,6111
1003957,P00325742,M,36-45,11,B,1,0,2,9,,6349
1003958,P00044242,M,46-50,7,C,1,0,2,4,8,3509
1003961,P00173842,M,26-35,1,C,1,0,1,2,15,7650
1003963,P00310842,M,51-55,20,A,2,0,6,8,10,15964
1003963,P00042142,M,51-55,20,A,2,0,1,2,6,3967
1003964,P00247542,M,55+,16,C,1,1,8,16,,7811
1003965,P00150342,M,18-25,11,C,3,0,8,14,,5860
1003967,P00159442,F,18-25,2,A,1,0,5,8,,5276
1003967,P00215642,F,18-25,2,A,1,0,8,,,4171
1003970,P00028442,F,26-35,2,C,2,1,1,8,16,19580
1003971,P00361842,F,18-25,4,B,0,0,15,16,,16920
1003975,P00114442,F,26-35,5,B,1,0,5,6,,6922
1003976,P00198842,F,26-35,0,B,4+,0,8,14,,5905
1003978,P00051442,M,36-45,13,C,2,1,8,17,,10024
1003980,P00070642,M,26-35,4,C,2,0,11,16,,3000
1003983,P00280442,M,26-35,0,B,1,0,11,,,4517
1003985,P00337542,M,46-50,16,C,1,1,5,14,,7160
1003985,P00005242,M,46-50,16,C,1,1,8,,,8021
1003988,P00057442,F,26-35,14,B,4+,0,5,14,16,6874
1003989,P00129742,M,51-55,12,A,0,1,5,8,,5308
1003992,P00054542,M,26-35,4,B,1,0,1,2,3,15189
1003992,P00076042,M,26-35,4,B,1,0,8,,,8096
1003993,P00343942,M,26-35,0,B,2,0,7,,,16967
1003997,P00184042,M,36-45,17,B,1,1,1,8,,8117
1003997,P00081542,M,36-45,17,B,1,1,5,,,3491
1003998,P00024742,M,46-50,0,C,4+,1,8,11,,2091
1003998,P00212042,M,46-50,0,C,4+,1,13,15,,753
1003999,P00192042,M,36-45,17,B,4+,0,5,9,14,5476
1003999,P00360042,M,36-45,17,B,4+,0,8,,,6096
1004001,P00181242,F,26-35,1,B,1,1,11,,,1737
1004004,P00297042,M,51-55,0,C,1,1,8,,,1941
1004005,P00044442,M,36-45,7,C,3,0,1,16,,15712
1004006,P00346042,M,0-17,7,C,3,0,6,8,15,16684
1004007,P00184942,M,36-45,12,A,1,1,1,8,17,19312
1004007,P00137242,M,36-45,12,A,1,1,5,,,5226
1004009,P00181442,M,18-25,7,C,4+,0,11,,,1536
1004010,P00300042,M,26-35,14,C,0,0,16,,,12662
1004013,P00303342,M,26-35,1,C,4+,1,1,16,,4244
1004013,P00296742,M,26-35,1,C,4+,1,8,,,7893
1004015,P00014542,F,46-50,3,B,2,1,8,,,9814
1004016,P00057442,M,51-55,0,B,1,0,5,14,16,8747
1004016,P00318742,M,51-55,0,B,1,0,1,8,,19004
1004016,P00148342,M,51-55,0,B,1,0,5,,,8851
1004017,P00295942,M,26-35,14,C,3,0,2,5,15,3382
1004018,P00142942,F,46-50,20,C,2,1,1,2,16,15792
1004021,P00146042,M,51-55,20,B,1,1,1,13,15,11646
1004021,P00352142,M,51-55,20,B,1,1,1,6,16,15772
1004021,P00210342,M,51-55,20,B,1,1,3,4,,13675
1004022,P00249142,M,36-45,14,B,1,1,5,,,3463
1004022,P00304442,M,36-45,14,B,1,1,1,16,,11570
1004023,P00000142,F,36-45,9,C,1,1,3,4,5,8390
1004024,P00015342,M,26-35,5,B,3,1,2,4,,6720
1004026,P00158242,M,26-35,7,C,2,0,6,8,,16673
1004028,P00220342,M,26-35,4,A,2,0,5,,,8570
1004028,P00053842,M,26-35,4,A,2,0,4,5,12,2752
1004032,P00113342,M,26-35,12,B,1,0,1,8,17,19024
1004033,P00216342,M,26-35,6,B,1,0,3,4,5,13410
1004033,P00036742,M,26-35,6,B,1,0,1,16,,11422
1004033,P00187442,M,26-35,6,B,1,0,2,4,5,9616
1004033,P00135742,M,26-35,6,B,1,0,6,8,,12144
1004036,P00040742,M,26-35,1,C,2,1,1,5,,11774
1004041,P00111742,M,18-25,3,B,2,0,15,,,13264
1004041,P00063342,M,18-25,3,B,2,0,1,2,9,11454
1004041,P00043742,M,18-25,3,B,2,0,5,8,,7058
1004042,P00270042,M,36-45,15,B,3,1,8,14,,4227
1004042,P00165642,M,36-45,15,B,3,1,1,8,16,7930
1004046,P0094742,M,46-50,17,C,0,0,2,4,5,3663
1004048,P0096542,F,36-45,1,B,1,0,3,4,12,8355
1004048,P00297642,F,36-45,1,B,1,0,8,,,7879
1004049,P00187442,M,46-50,11,A,3,1,2,4,5,13103
1004049,P00241542,M,46-50,11,A,3,1,1,6,,11530
1004051,P00194042,M,18-25,14,C,2,0,8,11,,5961
1004053,P00072542,M,26-35,18,B,1,0,5,6,,1977
1004054,P00189542,M,36-45,3,B,1,0,8,17,,5910
1004054,P00189642,M,36-45,3,B,1,0,8,13,,9796
1004054,P00265042,M,36-45,3,B,1,0,16,,,16658
1004055,P00190242,M,51-55,0,B,4+,1,4,5,,790
1004055,P00158842,M,51-55,0,B,4+,1,8,14,,4156
1004058,P00057542,M,26-35,6,B,3,1,3,4,5,10677
1004059,P00286742,M,26-35,14,C,1,1,1,16,,12024
1004061,P00352642,M,51-55,6,C,1,1,1,17,,11615
1004062,P00248042,M,26-35,7,C,1,0,8,,,8142
1004063,P00086442,F,36-45,1,C,4+,0,8,13,15,5817
1004064,P00331342,M,46-50,0,A,1,1,8,16,,9700
1004064,P00049642,M,46-50,0,A,1,1,8,14,,7790
1004064,P00074142,M,46-50,0,A,1,1,3,4,12,10966
1004066,P00117942,M,26-35,0,C,2,0,5,15,,5307
1004071,P00170942,M,26-35,17,C,3,1,5,8,14,8746
1004072,P00028042,M,51-55,6,B,4+,0,1,16,,3886
1004077,P00058442,F,36-45,2,A,3,0,5,14,,8655
1004078,P00177942,M,26-35,15,C,0,0,5,8,,7159
1004079,P00174642,M,36-45,17,B,3,1,8,14,17,9982
1004082,P00058042,M,26-35,20,B,4+,0,8,16,,7883
1004083,P0094142,M,55+,14,A,0,0,4,5,,737
1004083,P00121042,M,55+,14,A,0,0,15,,,12769
1004083,P00267542,M,55+,14,A,0,0,1,16,,7762
1004084,P00361842,M,55+,13,C,0,0,15,16,,13032
1004085,P00003142,F,26-35,6,A,1,0,8,,,7813
1004085,P00303842,F,26-35,6,A,1,0,5,8,14,7045
1004086,P00110842,F,0-17,10,B,2,0,1,2,5,19048
1004087,P00274942,M,0-17,4,C,1,0,8,,,9790
1004088,P00001842,M,26-35,3,B,4+,1,16,,,8752
1004089,P00017542,M,26-35,7,A,1,0,5,,,6966
1004089,P00344542,M,26-35,7,A,1,0,16,,,20375
1004089,P00269742,M,26-35,7,A,1,0,11,16,,3210
1004090,P00188742,M,55+,6,C,1,1,8,14,17,9722
1004091,P00150342,M,26-35,17,A,2,1,8,14,,6175
1004093,P00053842,M,26-35,4,C,2,0,4,5,12,2790
1004098,P00114942,M,36-45,7,C,4+,0,1,15,16,19134
1004102,P00086042,M,0-17,10,C,1,0,8,14,17,9715
1004104,P00117442,M,18-25,16,C,1,0,5,14,,6988
1004107,P00343042,F,26-35,0,B,1,0,5,18,,8599
1004109,P00025442,M,36-45,3,B,0,0,1,2,9,11527
1004112,P00079742,M,46-50,18,B,3,1,1,2,15,11601
1004114,P00109542,M,36-45,14,B,1,0,8,14,17,4198
1004115,P00091142,M,26-35,15,B,1,0,8,,,7909
1004116,P00147942,M,36-45,7,A,2,0,1,16,,15211
1004116,P00105142,M,36-45,7,A,2,0,1,2,15,11972
1004117,P00186242,M,18-25,4,B,4+,0,4,5,,1414
1004118,P00334242,M,26-35,3,C,3,0,1,8,,19645
1004121,P00073842,M,46-50,7,B,3,0,1,15,17,15432
1004122,P00267742,M,18-25,19,C,4+,0,5,,,6976
1004123,P00084342,F,26-35,4,C,1,0,13,16,,590
1004124,P00182642,M,26-35,18,C,1,1,2,4,9,13061
1004126,P00001842,M,26-35,17,B,1,0,16,,,16828
1004127,P00005942,M,51-55,17,B,1,1,2,4,9,12746
1004130,P00002142,M,36-45,6,B,4+,1,1,5,8,15645
1004132,P00240442,M,26-35,17,C,2,0,6,16,,16594
1004134,P00312342,F,46-50,12,C,2,0,8,,,8066
1004139,P00351342,M,55+,14,B,1,1,1,2,16,15656
1004139,P00070042,M,55+,14,B,1,1,1,2,16,11815
1004140,P00137542,M,26-35,0,B,4+,0,1,8,16,11867
1004140,P00302542,M,26-35,0,B,4+,0,5,,,5207
1004140,P00119542,M,26-35,0,B,4+,0,8,14,,5981
1004141,P00090842,M,36-45,17,B,2,0,11,15,,6164
1004141,P00304142,M,36-45,17,B,2,0,5,11,,7019
1004144,P00348342,M,18-25,4,C,3,0,8,17,,4219
1004145,P00251242,F,51-55,1,C,0,1,5,11,,3428
1004150,P00115542,M,26-35,0,B,3,0,8,,,6197
1004152,P00059442,M,26-35,14,C,1,1,6,8,16,20375
1004156,P00221442,M,55+,20,B,1,0,1,2,5,15179
1004156,P00113242,M,55+,20,B,1,0,1,6,8,19470
1004160,P00110742,M,36-45,20,A,4+,1,1,2,8,12003
1004161,P00071442,M,46-50,0,B,3,1,15,17,,21372
1004161,P00173742,M,46-50,0,B,3,1,1,5,8,11786
1004162,P00032842,F,26-35,14,B,3,0,8,,,7759
1004167,P00174542,M,26-35,20,B,1,0,11,15,,6136
1004168,P00022642,F,46-50,6,C,4+,1,5,8,,6871
1004171,P00170942,M,55+,16,C,2,1,5,8,14,7163
1004174,P00286642,F,36-45,3,C,3,0,11,14,,5961
1004177,P00105342,M,36-45,17,C,2,0,1,2,15,15327
1004180,P00111142,M,55+,13,C,1,1,1,15,16,15622
1004183,P00000142,M,26-35,1,B,4+,0,3,4,5,8398
1004183,P00114342,M,26-35,1,B,4+,0,1,8,17,15518
1004186,P00127342,M,26-35,7,B,1,1,1,2,15,8012
1004186,P00118142,M,26-35,7,B,1,1,8,17,,6166
1004186,P00280842,M,26-35,7,B,1,1,1,8,,15537
1004190,P00220442,M,46-50,17,C,0,0,5,14,,8613
1004193,P00221542,M,55+,13,C,1,0,5,15,,6968
1004194,P00287242,M,18-25,4,C,1,1,5,,,6970
1004203,P00111142,M,26-35,18,C,2,1,1,15,16,15505
1004204,P00086442,M,36-45,7,C,4+,0,8,13,15,10056
1004205,P00275842,F,26-35,15,C,2,0,2,9,15,6848
1004207,P00173842,M,36-45,1,C,4+,0,1,2,15,19158
1004210,P00187342,M,26-35,17,C,0,0,4,5,15,693
1004213,P00036742,M,36-45,7,B,4+,0,1,16,,15911
1004215,P00153842,M,26-35,7,A,2,0,8,14,16,7803
1004217,P00031042,M,18-25,4,B,2,0,8,,,9937
1004217,P00154042,M,18-25,4,B,2,0,1,2,15,15785
1004220,P00356742,M,36-45,0,B,0,1,5,,,5251
1004222,P00157542,F,46-50,17,C,2,0,8,14,,7905
1004224,P00289942,F,46-50,1,C,1,1,3,4,5,13552
1004224,P00230342,F,46-50,1,C,1,1,5,14,,6959
1004226,P00117442,F,36-45,6,C,1,0,5,14,,8566
1004227,P00302842,M,26-35,19,A,0,0,8,13,,6089
1004227,P00346842,M,26-35,19,A,0,0,11,,,3232
1004227,P00195542,M,26-35,19,A,0,0,2,12,,3578
1004227,P00008642,M,26-35,19,A,0,0,4,5,,718
1004228,P00114942,M,51-55,18,C,1,0,1,15,16,19260
1004234,P00331042,F,46-50,3,B,1,0,5,8,,7157
1004235,P00307542,M,51-55,2,C,1,0,1,15,,8136
1004238,P00139942,M,36-45,16,B,3,0,5,,,8807
1004238,P00159542,M,36-45,16,B,3,0,10,15,16,18486
1004238,P00343142,M,36-45,16,B,3,0,2,4,,6563
1004239,P00360242,M,51-55,7,B,1,0,5,,,5253
1004243,P00029542,M,55+,7,C,2,1,1,2,18,15488
1004248,P00028442,M,26-35,4,C,1,0,1,8,16,15889
1004250,P00212042,F,51-55,0,C,4+,1,13,15,,756
1004253,P00344042,M,46-50,11,B,0,0,18,,,2352
1004253,P00176842,M,46-50,11,B,0,0,12,14,,710
1004257,P00165742,M,51-55,16,C,2,1,8,16,,4222
1004258,P00044442,M,26-35,17,B,2,0,1,16,,15222
1004260,P00194542,M,26-35,16,C,3,1,8,14,,7771
1004261,P00233542,F,36-45,6,C,3,0,1,15,,11442
1004263,P00250642,M,26-35,7,C,4+,0,11,,,3160
1004266,P00337642,M,55+,13,C,1,1,3,4,,8117
1004268,P00187742,F,46-50,20,B,3,0,2,4,,9535
1004269,P00251242,M,36-45,18,B,1,1,5,11,,5359
1004271,P00110942,M,36-45,7,B,2,0,1,2,,19399
1004271,P00124742,M,36-45,7,B,2,0,10,16,,19059
1004272,P00209642,M,46-50,17,B,0,0,15,16,17,12586
1004274,P00036842,F,46-50,1,C,3,1,1,14,16,11924
1004277,P00158242,M,36-45,16,A,0,0,6,8,,16564
1004277,P00285642,M,36-45,16,A,0,0,2,5,15,9971
1004277,P00069842,M,36-45,16,A,0,0,13,16,,776
1004277,P00327142,M,36-45,16,A,0,0,8,15,,7777
1004277,P00193642,M,36-45,16,A,0,0,2,3,4,10126
1004277,P00176342,M,36-45,16,A,0,0,8,,,7933
